"time period","train operating company name","NR on TOC External","NR on TOC Network Management Other","NR on TOC Non Track Assets","NR on TOC Severe Weather","NR on TOC Track","TOC on Self Fleet","TOC on Self Operations","TOC on Self Stations","TOC on Self TOC Other","TOC on Self Traincrew","TOC on TOC Fleet","TOC on TOC Operations","TOC on TOC Stations","TOC on TOC TOC Other","TOC on TOC Traincrew"
"Apr 2019 to Mar 2020 (Period 01)","West Midlands Trains","6898.0","7271.8","8670.5","1837.0","6068.0","3324.0","149.0","1294.0","2003.0","3249.5","4418.2","634.0","451.5","1274.0","813.5"
"Apr 2019 to Mar 2020 (Period 02)","West Midlands Trains","15151.2","8106.8","7561.0","339.0","6243.0","6874.0","442.5","1736.0","3805.0","5244.5","4042.1","585.5","510.0","1176.3","1318.0"
"Apr 2019 to Mar 2020 (Period 03)","West Midlands Trains","7783.5","16972.0","14403.5","1727.0","4921.0","7088.0","548.5","3093.0","5344.5","11136.5","6068.5","1120.5","937.5","1585.0","1597.0"
"Apr 2019 to Mar 2020 (Period 04)","West Midlands Trains","8451.3","12882.0","18911.0","1560.6","8825.0","8905.5","1054.5","2683.5","4888.0","10925.0","5162.5","1155.1","692.0","1429.5","1060.5"
"Apr 2019 to Mar 2020 (Period 05)","West Midlands Trains","8099.6","12513.4","42627.7","6399.5","6601.0","9399.8","1151.0","3033.0","3780.6","10287.4","7912.5","988.0","967.5","1454.5","1555.5"
"Apr 2019 to Mar 2020 (Period 06)","West Midlands Trains","8201.1","12266.3","9715.5","1121.4","6149.0","6006.6","470.3","2685.5","4122.0","11182.9","8081.2","882.0","1156.5","1813.5","1413.2"
"Apr 2019 to Mar 2020 (Period 07)","West Midlands Trains","9041.3","21927.1","13703.0","1590.2","7936.1","7524.3","1184.5","4420.2","6788.0","19917.4","10890.1","854.3","735.5","2030.5","1628.5"
"Apr 2019 to Mar 2020 (Period 08)","West Midlands Trains","7878.3","16538.5","37379.0","5924.0","7324.2","8984.2","2253.8","4278.0","7939.2","30248.5","8491.7","2263.6","734.5","2592.5","2363.0"
"Apr 2019 to Mar 2020 (Period 09)","West Midlands Trains","9218.6","15441.0","16633.4","12906.5","13899.0","9547.1","1469.0","4643.7","10229.0","19714.8","10990.5","1203.6","733.0","3982.4","2473.4"
"Apr 2019 to Mar 2020 (Period 10)","West Midlands Trains","6167.9","11227.8","7965.1","2637.7","7700.2","9258.1","1657.2","4471.6","4646.7","22691.8","7261.9","1012.7","1001.8","1621.0","2180.5"
"Apr 2019 to Mar 2020 (Period 11)","West Midlands Trains","7489.1","14777.5","10095.4","1457.2","7959.1","9486.3","1149.9","3142.2","4244.9","9201.8","6665.4","1213.7","515.0","2907.6","2053.2"
"Apr 2019 to Mar 2020 (Period 12)","West Midlands Trains","4941.6","13925.6","9971.1","15243.0","8723.2","5828.9","1149.8","2377.0","5066.7","11828.9","7204.1","1164.7","513.5","1519.0","2042.9"
"Apr 2019 to Mar 2020 (Period 13)","West Midlands Trains","11148.2","10271.6","20929.4","6860.5","5118.2","5585.6","13118.4","1200.2","3592.5","10027.8","3476.2","703.5","338.0","1095.0","1241.0"
"Apr 2020 to Mar 2021 (Period 01)","West Midlands Trains","1770.5","3654.4","1926.1","712.0","763.0","1125.0","251.5","693.0","575.5","1734.5","285.0","116.5","19.0","122.0","76.0"
"Apr 2020 to Mar 2021 (Period 02)","West Midlands Trains","1627.0","3144.7","4045.0","799.0","1999.0","2171.0","153.5","304.0","1097.0","1707.6","807.7","121.5","26.0","172.0","136.0"
"Apr 2020 to Mar 2021 (Period 03)","West Midlands Trains","2885.0","3123.1","2947.5","2159.0","1250.0","2474.2","207.5","306.0","1573.0","2415.7","982.0","189.0","16.0","345.5","355.5"
"Apr 2020 to Mar 2021 (Period 04)","West Midlands Trains","3069.1","4578.7","3938.6","227.2","1962.0","1981.0","94.5","251.5","1258.0","3055.4","1351.0","337.5","53.0","301.0","423.5"
"Apr 2020 to Mar 2021 (Period 05)","West Midlands Trains","5293.7","4504.4","9402.0","1881.0","1665.3","5765.6","91.0","414.5","2285.5","2900.7","1967.7","404.5","73.0","390.0","349.0"
"Apr 2020 to Mar 2021 (Period 06)","West Midlands Trains","7452.2","5000.5","7450.9","1157.2","2436.4","2873.0","380.4","684.5","2789.5","5406.7","2117.7","305.4","75.5","649.2","397.0"
"Apr 2020 to Mar 2021 (Period 07)","West Midlands Trains","6889.6","7767.4","12467.4","4724.5","2183.4","3922.5","680.6","493.5","3009.0","4776.2","1630.1","579.5","267.0","769.2","711.0"
"Apr 2020 to Mar 2021 (Period 08)","West Midlands Trains","2963.0","8543.9","8000.8","6967.3","2580.4","3504.9","309.4","491.5","5205.5","4228.7","1970.2","747.0","43.5","1045.8","539.1"
"Apr 2020 to Mar 2021 (Period 09)","West Midlands Trains","6377.1","5997.4","6411.4","3428.5","1102.4","4330.1","269.5","276.0","3068.6","3608.3","1753.1","312.9","74.0","882.5","485.3"
"Apr 2020 to Mar 2021 (Period 10)","West Midlands Trains","2628.6","5959.8","5632.2","4242.0","1820.7","3531.5","176.0","354.6","1782.0","3719.1","1560.3","237.7","78.0","412.5","670.0"
"Apr 2020 to Mar 2021 (Period 11)","West Midlands Trains","4255.4","3962.4","7440.4","4870.3","3081.1","3474.1","396.1","142.0","2324.5","3402.1","1593.1","255.2","6.5","841.6","232.0"
"Apr 2020 to Mar 2021 (Period 12)","West Midlands Trains","2970.0","3348.7","4339.0","3292.7","2908.0","2751.5","156.9","290.2","1711.0","2925.6","1013.0","253.2","23.5","373.0","184.5"
"Apr 2020 to Mar 2021 (Period 13)","West Midlands Trains","4442.4","3891.9","4532.8","1445.9","2304.3","2285.9","169.3","222.9","1345.0","2208.2","1295.9","203.6","23.0","325.5","164.6"
"Apr 2021 to Mar 2022 (Period 01)","West Midlands Trains","6965.0","6531.1","6933.5","1796.6","2253.0","3379.0","428.5","389.5","2009.0","3186.5","955.5","240.9","204.0","487.0","337.0"
"Apr 2021 to Mar 2022 (Period 02)","West Midlands Trains","8637.5","5222.2","11408.0","993.1","2581.0","3762.0","529.0","516.0","3019.5","3112.5","2048.5","314.2","67.5","1699.0","535.0"
"Apr 2021 to Mar 2022 (Period 03)","West Midlands Trains","8162.6","5923.8","12510.1","6157.0","1976.0","5178.5","358.0","1331.0","2703.5","5729.5","2168.5","462.9","216.0","605.0","872.5"
"Apr 2021 to Mar 2022 (Period 04)","West Midlands Trains","7192.6","7861.8","9175.7","4797.9","2847.0","5895.6","658.0","876.5","3248.5","8250.5","2346.4","792.5","396.5","919.0","1067.5"
"Apr 2021 to Mar 2022 (Period 05)","West Midlands Trains","4966.7","6276.5","5394.3","1941.0","1611.0","2595.0","434.0","807.0","3050.0","7255.0","2377.2","688.4","394.0","1298.5","1627.6"
"Apr 2021 to Mar 2022 (Period 06)","West Midlands Trains","5669.7","7528.2","5060.8","840.3","4453.0","6370.0","260.0","1301.0","3902.0","6965.5","2672.1","564.9","529.0","1132.5","1250.0"
"Apr 2021 to Mar 2022 (Period 07)","West Midlands Trains","4936.2","7323.6","4733.2","2102.6","4738.0","5058.0","543.0","1810.0","3341.5","7155.5","2336.8","756.3","331.3","1157.5","1068.4"
"Apr 2021 to Mar 2022 (Period 08)","West Midlands Trains","9217.9","14278.1","8664.6","4482.8","3035.0","4099.0","652.5","2358.5","3575.5","9537.0","2930.0","786.7","422.0","1805.5","1032.0"
"Apr 2021 to Mar 2022 (Period 09)","West Midlands Trains","10172.5","14783.6","14027.6","8305.4","5521.0","6934.5","791.0","3307.0","11078.5","11947.0","3130.9","887.3","463.7","3196.5","2279.6"
"Apr 2021 to Mar 2022 (Period 10)","West Midlands Trains","4256.9","6150.8","4311.3","448.1","3662.0","4842.3","455.0","1685.4","3692.0","9478.3","2397.4","723.2","364.1","746.0","1817.2"
"Apr 2021 to Mar 2022 (Period 11)","West Midlands Trains","3765.1","7666.6","5991.5","374.6","5368.0","3712.0","229.0","1108.0","3254.0","5544.0","1560.4","569.1","219.5","1062.5","1009.6"
"Apr 2021 to Mar 2022 (Period 12)","West Midlands Trains","5619.5","13702.7","7044.6","10012.3","6876.0","3938.7","1486.5","1482.0","3413.0","7149.0","2275.4","847.8","390.8","936.7","963.1"
"Apr 2021 to Mar 2022 (Period 13)","West Midlands Trains","4616.2","7334.6","8838.8","585.3","5852.0","3137.7","175.8","1492.9","2713.4","8251.9","2317.6","720.5","704.1","1183.9","1202.4"
"Apr 2022 to Mar 2023 (Period 01)","West Midlands Trains","10464.5","10082.3","11524.2","682.2","5311.0","3763.7","110.0","1904.0","6129.5","6431.5","2492.0","762.4","636.1","883.0","1161.6"
"Apr 2022 to Mar 2023 (Period 02)","West Midlands Trains","9497.3","7998.4","8000.3","2001.7","5161.0","4741.5","272.0","2770.5","4027.0","6229.0","2309.8","877.4","550.1","1801.0","1556.1"
"Apr 2022 to Mar 2023 (Period 03)","West Midlands Trains","4451.6","8010.7","11099.7","3123.4","3899.0","5164.2","846.0","1564.5","3195.0","6864.0","5337.1","736.8","521.0","988.5","1664.5"
"Apr 2022 to Mar 2023 (Period 04)","West Midlands Trains","5890.4","7252.1","16933.6","5862.4","8456.0","5537.0","801.0","1982.0","4349.0","9758.0","4262.0","823.5","821.1","1163.5","2632.4"
"Apr 2022 to Mar 2023 (Period 05)","West Midlands Trains","13203.7","9493.3","11346.5","3861.2","8355.0","6963.0","933.0","5224.0","2287.0","7289.5","3960.2","1071.7","1329.5","1324.5","3073.0"
"Apr 2022 to Mar 2023 (Period 06)","West Midlands Trains","8709.5","8141.3","12789.4","2932.3","9752.0","4255.0","281.0","2885.0","4335.0","9266.5","3293.4","1216.9","659.0","1204.5","2955.1"
"Apr 2022 to Mar 2023 (Period 07)","West Midlands Trains","9098.7","8616.8","6871.5","2317.7","7364.0","4234.3","413.0","2330.0","3995.5","5959.0","2670.1","1271.3","687.4","1660.0","1727.3"
"Apr 2022 to Mar 2023 (Period 08)","West Midlands Trains","11872.2","12356.8","11318.5","5463.9","9145.0","4084.7","993.0","3064.0","11607.3","9251.6","5660.7","1593.0","1301.8","2886.2","3517.2"
"Apr 2022 to Mar 2023 (Period 09)","West Midlands Trains","7501.4","12767.8","9356.6","4848.9","12721.0","8360.1","351.0","3451.0","7440.4","8430.2","3462.0","1165.9","1028.0","2405.9","3155.8"
"Apr 2022 to Mar 2023 (Period 10)","West Midlands Trains","4912.0","6571.2","9618.2","1796.2","6049.0","4777.3","1102.4","1147.0","3581.9","5048.1","2141.9","806.1","447.3","761.5","1819.9"
"Apr 2022 to Mar 2023 (Period 11)","West Midlands Trains","7758.5","8434.7","13996.6","4805.3","5072.0","8241.3","279.8","2121.0","3428.0","5252.8","4393.6","1059.5","369.5","1189.0","2758.4"
"Apr 2022 to Mar 2023 (Period 12)","West Midlands Trains","7918.2","7545.6","5396.4","1993.5","5246.0","8537.1","315.7","2387.3","3454.1","6479.4","4079.4","948.0","670.4","1280.0","1675.9"
"Apr 2022 to Mar 2023 (Period 13)","West Midlands Trains","7462.3","7729.3","7311.8","2131.6","2851.0","5276.5","571.3","1994.8","3917.6","5297.5","2850.0","1129.9","450.5","1368.2","1945.7"
"Apr 2023 to Mar 2024 (Period 01)","West Midlands Trains","9543.0","11536.5","7539.9","3522.8","4931.1","5093.5","672.0","2798.5","4508.0","5871.5","3247.8","967.5","826.2","1408.5","1863.2"
"Apr 2023 to Mar 2024 (Period 02)","West Midlands Trains","8029.9","7702.1","6404.5","1656.7","4891.0","5061.0","314.0","2086.0","4720.5","5947.0","2996.0","744.6","494.1","1549.5","1362.0"
"Apr 2023 to Mar 2024 (Period 03)","West Midlands Trains","11007.7","13146.0","16195.5","9819.6","4652.0","5643.0","258.5","2726.0","3310.5","7202.5","6331.7","1132.0","848.8","1986.6","2275.6"
"Apr 2023 to Mar 2024 (Period 04)","West Midlands Trains","8082.6","9364.1","13165.3","1819.6","4990.3","6120.3","317.0","2165.0","3943.0","5906.0","3716.7","1494.7","1037.4","1597.3","3679.7"
"Apr 2023 to Mar 2024 (Period 05)","West Midlands Trains","7696.1","7275.1","6258.1","1635.3","3128.8","4058.0","563.0","2256.0","4745.5","9058.5","5359.7","1207.2","749.2","1262.4","2872.1"
"Apr 2023 to Mar 2024 (Period 06)","West Midlands Trains","7332.5","5981.3","9492.7","1310.6","4920.3","6356.2","182.0","2779.0","3939.5","5789.5","4469.3","1239.8","907.6","1747.0","2734.8"
"Apr 2023 to Mar 2024 (Period 07)","West Midlands Trains","7918.2","10632.0","7171.8","1616.9","4312.3","5693.0","774.0","2523.0","4502.0","6209.5","4704.5","1131.5","809.9","2706.5","2483.0"
"Apr 2023 to Mar 2024 (Period 08)","West Midlands Trains","9923.7","10562.9","11303.3","7271.5","6798.0","7433.4","592.5","2710.0","6979.0","6211.5","5129.3","1184.2","820.0","2971.3","2545.5"
"Apr 2023 to Mar 2024 (Period 09)","West Midlands Trains","6853.0","12438.2","20096.8","6431.7","4051.0","7366.0","390.0","3169.5","8222.5","10743.5","4539.6","1216.1","879.8","1737.0","3301.5"
"Apr 2023 to Mar 2024 (Period 10)","West Midlands Trains","10183.6","5628.8","8434.3","10938.0","3606.7","4744.3","209.5","2400.5","6263.2","6188.5","3605.9","1203.4","676.5","1817.7","2991.1"
"Apr 2023 to Mar 2024 (Period 11)","West Midlands Trains","5563.5","9478.9","10311.7","3927.5","4776.0","5792.8","157.5","2081.2","4333.0","5557.6","4699.5","1185.4","396.5","1653.1","1886.9"
"Apr 2023 to Mar 2024 (Period 12)","West Midlands Trains","6640.1","6144.0","9026.1","7534.5","4317.7","5402.7","191.0","2142.0","5404.5","5955.0","3677.8","883.1","652.3","1518.6","2376.5"
"Apr 2023 to Mar 2024 (Period 13)","West Midlands Trains","7671.6","7385.4","8739.0","2837.8","2822.1","6448.3","240.4","2055.9","3505.9","5493.2","3386.6","803.7","781.4","1181.8","2161.8"
"Apr 2024 to Mar 2025 (Period 01)","West Midlands Trains","9916.0","8686.0","13082.0","1035.5","4695.0","3405.0","282.0","3053.0","2784.0","5572.0","3253.0","472.5","383.0","1197.0","1410.0"
"Apr 2024 to Mar 2025 (Period 02)","West Midlands Trains","16685.0","6156.5","8926.0","1554.0","4592.0","6223.0","248.0","2298.0","3438.5","7268.0","4214.5","525.5","533.0","1537.0","1491.0"
"Apr 2024 to Mar 2025 (Period 03)","West Midlands Trains","12070.1","7643.2","10549.0","657.5","4458.0","6542.0","632.5","2864.0","3247.0","7998.0","5220.0","762.8","999.0","1768.0","2312.8"
"Apr 2024 to Mar 2025 (Period 04)","West Midlands Trains","5902.0","8258.0","13062.1","1371.5","5512.0","7004.5","680.5","2519.0","4905.0","8444.5","8573.5","598.6","855.0","1582.0","2464.8"
"Apr 2024 to Mar 2025 (Period 05)","West Midlands Trains","12282.0","6764.5","13653.5","842.0","3430.0","8425.5","913.0","3278.0","3949.0","6699.0","4427.5","754.5","1348.5","1633.0","1862.0"
"Apr 2024 to Mar 2025 (Period 06)","West Midlands Trains","8704.2","9434.3","10430.0","1005.1","2585.0","6660.0","897.0","3098.0","3724.5","7972.0","4158.0","1185.3","1146.1","1870.5","1772.0"
"Apr 2024 to Mar 2025 (Period 07)","West Midlands Trains","10015.0","9063.5","8649.1","4662.9","2160.0","6617.0","832.0","3552.5","5522.2","8641.2","5428.1","1110.2","1144.0","2064.7","1746.5"
"Apr 2024 to Mar 2025 (Period 08)","West Midlands Trains","6958.1","10479.1","9285.9","7014.0","5782.4","6905.0","433.0","3136.0","5640.4","7719.8","5337.7","1116.4","1581.0","2152.8","2314.4"
"Apr 2024 to Mar 2025 (Period 09)","West Midlands Trains","12855.9","12193.4","16223.0","15123.4","6348.0","7227.0","3179.3","3514.0","7082.5","8771.5","5479.7","995.5","1045.5","4122.7","2553.5"
"Apr 2024 to Mar 2025 (Period 10)","West Midlands Trains","5973.7","7006.7","9584.1","5369.1","5195.1","6771.5","55.0","2812.0","4164.3","6612.5","4397.8","864.7","1154.5","1582.5","1951.5"
"Apr 2024 to Mar 2025 (Period 11)","West Midlands Trains","8257.7","8156.1","8416.3","5923.8","4400.0","8314.0","203.0","2058.0","3565.5","4492.0","6366.9","683.0","476.5","1971.2","1318.0"
"Apr 2024 to Mar 2025 (Period 12)","West Midlands Trains","6241.1","7197.8","11949.7","1702.4","5435.0","6482.0","84.0","3018.5","4840.2","4674.5","4491.6","841.8","455.5","1784.0","1466.9"
"Apr 2024 to Mar 2025 (Period 13)","West Midlands Trains","8931.6","6332.9","9233.0","206.3","6365.4","6127.5","166.8","2640.8","4005.4","4569.9","4245.9","803.0","545.0","1470.7","2476.8"
"Apr 2025 to Mar 2026 (Period 01)","West Midlands Trains","10742.5","4269.0","7786.3","101.5","4516.0","5469.5","327.0","2456.0","3174.0","4376.0","3930.3","612.5","739.0","1743.0","1717.5"
"Apr 2025 to Mar 2026 (Period 02)","West Midlands Trains","11965.0","6925.6","12238.0","1195.5","6175.0","6327.5","267.0","2442.0","4224.0","4511.0","5093.9","735.0","848.5","1610.0","2420.0"
"Apr 2025 to Mar 2026 (Period 03)","West Midlands Trains","9314.6","7134.0","15590.0","452.3","3136.1","7644.0","479.0","2722.0","6212.5","3553.5","5784.3","1252.1","1007.7","1987.5","1828.5"
"Apr 2025 to Mar 2026 (Period 04)","West Midlands Trains","14601.1","17081.1","24381.8","918.9","5861.2","7260.0","943.0","2697.5","3608.5","5764.0","6452.4","1142.5","1186.0","2361.0","2346.5"
"Apr 2025 to Mar 2026 (Period 05)","West Midlands Trains","20809.5","8899.2","7787.9","1612.9","6212.3","7895.0","116.0","2105.0","5084.5","4823.0","5222.9","781.6","1883.7","1596.3","2103.2"
"Apr 2025 to Mar 2026 (Period 06)","West Midlands Trains","6262.4","8520.4","6369.3","4031.7","9832.2","7251.0","132.0","2531.0","4437.0","4233.5","4899.9","966.0","987.5","1787.3","1649.7"
"Apr 2025 to Mar 2026 (Period 07)","West Midlands Trains","8440.7","10537.4","9233.7","2379.9","7279.0","6744.0","262.5","2565.5","5635.0","6199.0","5358.6","930.8","833.9","2111.1","2153.8"
"Apr 2025 to Mar 2026 (Period 08)","West Midlands Trains","9367.4","14784.7","13940.3","6689.2","7142.4","8464.5","815.5","2293.5","8304.0","5962.0","7120.6","1484.5","1210.0","2866.8","2412.6"
"Apr 2025 to Mar 2026 (Period 09)","West Midlands Trains","12050.4","12335.5","19715.5","9243.8","4417.3","8661.5","729.0","3878.0","9124.5","7001.0","8767.5","1226.7","1552.4","3185.4","2623.6"
"Apr 2025 to Mar 2026 (Period 10)","West Midlands Trains","6015.1","7518.2","8666.1","1952.0","5782.2","8165.8","567.5","2738.0","5337.0","6718.5","6751.9","1106.2","1048.0","2300.5","2328.0"
"Apr 2025 to Mar 2026 (Period 11)","West Midlands Trains","10906.4","8448.7","14391.9","2793.7","3928.4","7193.0","701.0","2347.0","5766.0","4751.5","4291.6","885.4","552.5","1853.0","1381.0"
"Apr 2025 to Mar 2026 (Period 12)","West Midlands Trains","12630.1","8776.5","8438.0","1138.3","3590.6","6560.6","619.2","2543.9","4680.3","4940.3","5982.5","1338.0","828.0","1468.2","1505.5"
"Apr 2019 to Mar 2020 (Period 01)","c2c","612.0","1415.7","137.0","33.0","406.0","487.3","7.0","166.5","400.0","248.0","80.0","43.0","15.0","33.5","3.0"
"Apr 2019 to Mar 2020 (Period 02)","c2c","225.0","1030.5","252.0","2.0","703.0","900.0","33.0","389.0","309.5","519.5","75.5","135.0","0.0","92.0","15.0"
"Apr 2019 to Mar 2020 (Period 03)","c2c","534.0","783.0","592.0","143.0","534.0","633.0","44.0","348.0","534.0","230.5","34.0","38.5","0.0","25.0","24.0"
"Apr 2019 to Mar 2020 (Period 04)","c2c","729.5","1972.5","534.0","8.0","36.0","1819.0","27.5","219.0","368.0","233.5","199.0","58.5","0.0","31.5","23.0"
"Apr 2019 to Mar 2020 (Period 05)","c2c","1441.0","2813.8","962.0","965.0","161.0","616.0","36.0","137.5","380.0","312.0","27.0","43.7","15.0","150.0","100.0"
"Apr 2019 to Mar 2020 (Period 06)","c2c","438.0","1446.0","916.0","385.0","0.0","855.0","9.0","199.0","251.0","216.0","24.0","84.0","0.0","4.0","46.0"
"Apr 2019 to Mar 2020 (Period 07)","c2c","1896.0","373.5","216.0","3045.0","643.0","973.5","168.0","280.0","277.0","392.0","41.0","30.0","0.0","46.0","31.0"
"Apr 2019 to Mar 2020 (Period 08)","c2c","730.0","863.5","280.0","2529.5","1102.0","626.5","149.0","433.0","608.5","340.0","90.0","32.0","3.0","92.0","97.0"
"Apr 2019 to Mar 2020 (Period 09)","c2c","858.0","531.5","2249.0","16.0","1033.0","481.5","111.0","389.0","1134.0","617.5","405.0","53.0","0.0","32.5","4.0"
"Apr 2019 to Mar 2020 (Period 10)","c2c","907.0","1009.0","43.0","1675.5","134.0","490.0","39.0","297.0","274.5","267.0","20.0","35.0","0.0","5.0","25.0"
"Apr 2019 to Mar 2020 (Period 11)","c2c","472.0","697.5","152.0","286.0","149.0","231.0","49.0","198.5","302.0","793.0","34.5","26.5","4.0","1.0","6.0"
"Apr 2019 to Mar 2020 (Period 12)","c2c","1218.0","269.0","627.0","1144.0","1211.0","236.0","28.0","266.0","391.0","375.5","13.0","78.0","7.0","23.0","1.5"
"Apr 2019 to Mar 2020 (Period 13)","c2c","424.0","358.0","335.0","92.0","8025.0","168.0","41.0","100.0","765.0","327.0","158.0","35.0","0.0","20.0","21.0"
"Apr 2020 to Mar 2021 (Period 01)","c2c","228.0","253.0","324.0","0.0","878.0","97.0","10.0","48.0","183.0","169.0","14.0","2.0","0.0","7.0","7.0"
"Apr 2020 to Mar 2021 (Period 02)","c2c","515.0","396.0","301.0","37.0","1138.0","235.0","19.0","39.0","101.0","426.0","8.0","3.0","0.0","0.0","7.0"
"Apr 2020 to Mar 2021 (Period 03)","c2c","248.1","421.0","782.0","0.0","2459.0","623.4","58.0","103.0","230.0","265.0","28.0","35.0","0.0","15.5","4.0"
"Apr 2020 to Mar 2021 (Period 04)","c2c","1208.0","541.5","570.0","27.0","1695.0","256.0","0.0","55.0","351.0","138.0","50.0","26.5","0.0","13.0","16.0"
"Apr 2020 to Mar 2021 (Period 05)","c2c","1496.0","380.5","765.0","1220.0","2213.0","580.0","4.0","120.0","424.0","432.0","52.0","6.5","0.0","4.0","20.0"
"Apr 2020 to Mar 2021 (Period 06)","c2c","339.0","311.5","49.0","4369.0","566.0","149.0","14.0","40.0","428.0","421.0","0.0","17.5","0.0","7.0","3.0"
"Apr 2020 to Mar 2021 (Period 07)","c2c","1049.0","722.0","219.0","1020.0","277.0","199.5","326.0","84.0","276.0","403.0","102.0","16.5","3.0","64.0","42.0"
"Apr 2020 to Mar 2021 (Period 08)","c2c","1297.0","654.5","472.0","1221.5","2224.0","1164.0","108.0","101.5","340.5","471.0","17.0","26.0","8.0","59.0","38.0"
"Apr 2020 to Mar 2021 (Period 09)","c2c","207.6","1129.6","278.7","19.0","1027.0","403.0","334.0","101.0","231.0","410.0","7.0","32.0","0.0","29.0","150.0"
"Apr 2020 to Mar 2021 (Period 10)","c2c","45.0","493.0","465.0","37.0","115.0","155.0","117.0","21.0","85.0","306.0","18.0","30.0","0.0","51.0","0.0"
"Apr 2020 to Mar 2021 (Period 11)","c2c","163.2","424.2","2253.8","1125.0","138.0","1298.3","98.0","32.0","413.0","173.0","97.0","26.5","0.0","7.0","50.0"
"Apr 2020 to Mar 2021 (Period 12)","c2c","359.0","306.6","1047.6","160.0","161.0","338.8","64.0","67.5","289.0","230.0","82.0","46.5","0.0","35.0","17.0"
"Apr 2020 to Mar 2021 (Period 13)","c2c","666.5","424.4","766.5","214.0","115.0","137.5","90.9","20.0","157.0","210.0","24.0","54.1","7.0","19.0","10.0"
